"Date(UTC)","Symbol","Price","Executed","Amount","Side"
"2/19/2021 21:24","TRXWRX","0.2564","284","72.8176","Sell"
"2/19/2021 21:20","BTCINR","3971238","0.0012","4765.4856","Buy"
"2/19/2021 21:05","SRMUSDT","4.49979999","2.52999999","11.384494","Buy"
"2/19/2021 21:03","DOTUSDT","33.3776","0.89","29.706064","Buy"
"2/19/2021 20:55","BANDUSDT","18.89999999","0.6","11.34","Buy"
"2/19/2021 20:49","HNTUSDT","4.575","2.052","9.3879","Buy"
"2/19/2021 20:28","SRMUSDT","4.49979999","0.85","3.82483","Buy"
"2/19/2021 20:27","SRMUSDT","4.49979999","0.53","2.384894","Buy"
"2/19/2021 20:16","USDTINR","73.84999999","68.34","5046.909","Buy"
"2/19/2021 17:42","BTCINR","3891007","0.0004","1556.4028","Buy"
"2/18/2021 22:15","TRXINR","4.01999999","32","128.64","Sell"
"2/18/2021 19:01","USDTINR","74.06","28.02","2075.1612","Buy"
"2/18/2021 15:27","TRXINR","3.9361","32","125.9552","Buy"
"2/18/2021 15:18","BNBINR","13857.53","0.15","2078.6295","Sell"
"2/18/2021 13:55","BTCINR","3832990","0.0001","383.299","Buy"
"2/17/2021 16:43","ADAINR","64.402","7.9","508.7758","Sell"
"2/17/2021 12:38","ADAINR","63.79","7.9","503.941","Buy"
"2/16/2021 20:20","XRPINR","39.24","13","510.12","Sell"
"2/16/2021 13:10","USDTINR","73.86","5.75","424.695","Buy"
"2/16/2021 11:59","BNBINR","9662.91","0.04","386.5164","Sell"
"2/15/2021 9:01","TRXWRX","0.253","857","216.821","Buy"
"2/14/2021 16:04","USDTINR","72.98999999","6.58","480.2742","Buy"
"2/12/2021 10:40","TRXINR","3.9604","1887","7473.2748","Buy"
"2/12/2021 10:40","TRXINR","3.9604","640","2534.656","Buy"
"2/11/2021 20:45","XRPINR","38.313","13","498.069","Buy"
"2/11/2021 15:15","DOGEUSDT","0.0743024","50","3.71512","Buy"
"2/11/2021 15:15","DOGEUSDT","0.0743024","43","3.1950032","Buy"
"2/11/2021 15:10","CELRUSDT","0.01653","4","0.06612","Sell"
"2/11/2021 15:09","CELRUSDT","0.01653","415","6.85995","Sell"
"2/11/2021 7:48","WRXINR","13.2","75","990","Buy"
"2/10/2021 22:45","CELRUSDT","0.01608","419","6.73752","Buy"
"2/10/2021 22:40","USDTINR","75.34999999","6.75","508.6125","Buy"
"2/10/2021 0:14","MATICINR","11.7","4","46.8","Buy"
"2/9/2021 21:39","BNBINR","7700","0.19","1463","Buy"
"2/9/2021 18:43","BTCINR","3390336","0.0004","1356.1344","Sell"
"2/9/2021 18:38","BTCINR","3390002","0.0002","678.0004","Buy"
"2/9/2021 17:48","BTCINR","3450300","0.0001","345.03","Buy"
"2/9/2021 17:35","BTCINR","3446100","0.0001","344.61","Buy"
"2/9/2021 14:31","TRXINR","3.41","410","1398.1","Buy"
"2/9/2021 14:25","TRXINR","3.36","18","60.48","Buy"
"2/8/2021 16:37","TRXINR","2.8","178","498.4","Buy"
"2/8/2021 7:13","WRXINR","8.86999999","142","1259.54","Buy"
"2/7/2021 23:59","ETHINR","120085","0.01","1200.85","Buy"
"2/7/2021 8:00","DOGEINR","4.3","558","2399.4","Sell"
"2/5/2021 21:12","ETHINR","128700","0.015","1930.5","Buy"
"2/4/2021 13:43","DOGEINR","3.8899","288","1120.2912","Buy"
"2/3/2021 20:51","BTCINR","2690258","0.0001","269.0258","Buy"
"2/3/2021 18:30","BTCINR","2668335","0.0006","1601.001","Buy"
"2/2/2021 4:39","ETHINR","100000","0.011","1100","Sell"
"2/1/2021 20:22","QKCBTC","2.7E-7","349","9.423E-5","Sell"
"2/1/2021 11:31","BTCINR","2339292","0.0001","233.9292","Buy"
"2/1/2021 11:31","BTCINR","2339760","0.0003","701.928","Buy"
"2/1/2021 8:59","ETHINR","88400","0.011","972.4","Buy"
"1/30/2021 18:42","QKCBTC","2.6E-7","349","9.074E-5","Buy"
"1/30/2021 8:27","CELRBTC","2.6E-7","411","0.00010686","Sell"
"1/29/2021 22:56","CELRBTC","2.5E-7","411","0.00010275","Buy"
"1/29/2021 19:37","DOGEINR","4","270","1080","Buy"
"1/29/2021 18:43","ETHINR","106818.3","0.01","1068.183","Sell"
"1/29/2021 14:05","WRXBTC","3.69E-6","55","0.00020295","Sell"
"1/28/2021 18:08","WRXBTC","3.58E-6","55","0.0001969","Buy"
"1/28/2021 18:00","BTCINR","2456988","0.0002","491.3976","Buy"
"1/27/2021 20:13","BTCINR","2346020","0.0003","703.806","Buy"
"1/27/2021 20:12","ETHINR","96400","0.01","964","Buy"
"1/24/2021 15:00","ADXUSDT","0.4411","27","11.9097","Sell"
"1/23/2021 9:15","BTCINR","2568800","0.0001","256.88","Buy"
"1/22/2021 15:50","BTCINR","2509400","0.0002","501.88","Buy"
"1/21/2021 13:32","BTCINR","2741227","0.0002","548.2454","Buy"
"1/20/2021 21:53","BTCINR","2742675","0.0003","822.8025","Buy"
"1/20/2021 5:48","BLZUSDT","0.14568","36","5.24448","Sell"
"1/19/2021 21:29","BLZUSDT","0.14568","77","11.21736","Sell"
"1/19/2021 18:46","ADXUSDT","0.4398","27","11.8746","Buy"
"1/19/2021 18:45","USDTINR","77.36","6.4","495.104","Buy"
"1/19/2021 16:50","AIONUSDT","0.0956","59.27","5.666212","Sell"
"1/19/2021 9:45","BLZUSDT","0.11333","113","12.80629","Buy"
"1/19/2021 9:42","USDTINR","77.59999999","12.82","994.832","Buy"
"1/17/2021 17:20","AIONUSDT","0.0869","59.27","5.150563","Buy"
"1/17/2021 17:13","USDTINR","78.84","5.17","407.6028","Buy"
"1/10/2021 16:30","BTCINR","3150000","0.0001","315","Buy"
"4/14/2022 10:29","USDTINR","79.31999999","64.62","5125.6584","Sell"
"3/22/2022 10:07","VETUSDT","0.053","78","4.134","Sell"
"3/17/2022 23:15","VETUSDT","0.04805","78","3.7479","Buy"
"3/16/2022 13:07","WRXINR","43.04","4.09999999","176.464","Sell"
"3/16/2022 13:04","SANDINR","224.9","4","899.6","Sell"
"3/13/2022 3:55","FTTUSDT","41.07","0.09","3.6963","Buy"
"3/8/2022 23:25","BICOUSDT","1.27","2.87","3.6449","Sell"
"3/8/2022 12:16","BICOUSDT","1.299","2.6","3.3774","Sell"
"3/8/2022 11:53","BICOUSDT","1.3","0.26","0.338","Sell"
"3/7/2022 16:13","FTMUSDT","1.40557","2.6","3.654482","Buy"
"3/6/2022 15:00","TRXUSDT","0.06042","62","3.74604","Sell"
"3/6/2022 13:19","BICOUSDT","1.26","5.73","7.2198","Buy"
"3/3/2022 23:02","VETUSDT","0.052999","77","4.080923","Sell"
"3/3/2022 22:51","BICOUSDT","1.55","2.00999999","3.1155","Sell"
"2/26/2022 9:04","TRXUSDT","0.06021","62","3.73302","Buy"
"2/26/2022 8:55","VETUSDT","0.048659","77","3.746743","Buy"
"2/25/2022 20:43","BICOUSDT","1.24","2.00999999","2.4924","Buy"
"2/24/2022 12:12","TRXUSDT","0.05671","664","37.65544","Sell"
"2/24/2022 10:14","TRXUSDT","0.05711","87","4.96857","Sell"
"2/24/2022 10:14","TRXUSDT","0.05711","87","4.96857","Sell"
"2/24/2022 10:14","TRXUSDT","0.05711","45","2.56995","Sell"
"2/24/2022 10:14","TRXUSDT","0.05711","444","25.35684","Sell"
"2/9/2022 23:01","BNBINR","33178","0.019","630.382","Buy"
"2/9/2022 22:50","BNBINR","33206.4","0.004","132.8256","Sell"
"2/9/2022 22:50","BNBINR","33223","0.015","498.345","Sell"
"1/22/2022 10:20","USDTINR","81.18","73.91","6000.0138","Buy"
"1/16/2022 10:29","DOTUSDT","28.3","0.17","4.811","Buy"
"1/12/2022 16:41","VETUSDT","0.078678","31","2.439018","Buy"
"1/7/2022 23:12","DODOUSDT","0.818","3.648","2.984064","Buy"
"1/7/2022 21:23","ETHUSDT","3120","0.0009","2.808","Buy"
"1/7/2022 9:48","DYDXUSDT","7.1","0.4","2.84","Buy"
"1/7/2022 0:25","SXPUSDT","1.729","1.99","3.44071","Buy"
"1/6/2022 23:41","OCEANUSDT","0.8498","4","3.3992","Buy"
"1/6/2022 19:44","MATICUSDT","2.21","2","4.42","Buy"
"1/6/2022 19:42","AXSUSDT","79.11","0.05","3.9555","Buy"
"1/6/2022 19:38","MANAUSDT","3.265","1.6","5.224","Buy"
"1/6/2022 16:59","DOTUSDT","26","0.11","2.86","Buy"
"1/6/2022 16:38","SOLUSDT","149","0.033","4.917","Buy"
"1/6/2022 16:38","SOLUSDT","149","0.034","5.066","Buy"
"1/6/2022 16:38","LUNCUSDT","75.9999","0.03","2.27999699","Buy"
"1/6/2022 16:37","BNBUSDT","466.1","0.006","2.7966","Buy"
"1/6/2022 16:35","ADAUSDT","1.22","4.2","5.12399999","Buy"
"1/6/2022 9:28","XVSUSDT","14.8","0.141","2.0868","Buy"
"1/6/2022 9:25","LINKUSDT","24.3395","0.09","2.19055499","Buy"
"1/6/2022 4:05","DYDXUSDT","7.5","0.38","2.85","Buy"
"1/6/2022 3:33","FTMUSDT","2.7","0.9","2.43","Buy"
"1/6/2022 0:16","DOTUSDT","29.35","0.07","2.0545","Buy"
"1/1/2022 1:00","DYDXUSDT","8","0.36","2.88","Buy"
"12/31/2021 22:02","SXPUSDT","2.028","2.46","4.98888","Buy"
"12/27/2021 20:25","USDTINR","78.8","101.45","7994.26","Buy"
"12/26/2021 23:50","SXPINR","129.39","23.18","2999.2602","Buy"
"12/25/2021 16:43","BTCINR","4025181","0.00298","11995.03938","Buy"
"12/24/2021 9:54","DNTINR","10.9795","4.2","46.1139","Buy"
"12/24/2021 9:53","DNTINR","10.9795","0.5","5.48975","Buy"
"12/24/2021 9:52","DNTINR","10.9795","15.3","167.98635","Buy"
"12/23/2021 23:57","VETINR","7.31586","50","365.793","Buy"
"12/18/2021 8:54","LINKINR","1461.16","0.06","87.6696","Buy"
"12/18/2021 8:52","EZINR","248.69","0.4","99.476","Buy"
"12/18/2021 8:47","UNIINR","1226.8","0.12","147.216","Buy"
"12/18/2021 8:45","DOTINR","1986.91","0.05","99.3455","Buy"
"12/15/2021 18:06","LTCINR","11976.22","0.008","95.80976","Buy"
"12/15/2021 0:16","USDTINR","80.31999999","100","8032","Buy"
"12/15/2021 0:12","MLNUSDT","85","0.117","9.945","Buy"
"12/14/2021 23:54","CAKEINR","967.1","0.103","99.6113","Buy"
"12/14/2021 23:47","XEMINR","10.14899999","50","507.45","Buy"
"12/14/2021 23:31","BTTINR","0.22296","672","149.82912","Buy"
"12/14/2021 23:30","KSMINR","22105","0.006","132.63","Buy"
"12/14/2021 23:28","STXINR","152.896","0.97","148.30912","Buy"
"12/14/2021 23:28","DOTINR","2060.6","0.04","82.424","Buy"
"12/14/2021 23:28","HNTINR","2189.64","0.05","109.482","Buy"
"12/14/2021 23:27","ICPINR","1988.4","0.05","99.42","Buy"
"12/14/2021 23:26","LINKINR","1439","0.06","86.34","Buy"
"12/14/2021 23:25","FTTINR","3020","0.033","99.66","Buy"
"12/8/2021 17:40","USDTINR","80.38","45.8","3681.404","Buy"
"12/8/2021 17:40","USDTINR","80.38","4.2","337.596","Buy"
"12/7/2021 20:19","USDTINR","79.54","159.93","12720.8322","Buy"
"11/2/2021 19:32","KEEPINR","59","2","118","Sell"
"10/28/2021 8:11","MATICINR","150","1.1","165","Sell"
"10/27/2021 21:51","1INCHINR","420","0.41","172.2","Sell"
"9/23/2021 21:14","EZINR","396.52","0.27","107.0604","Buy"
"9/23/2021 21:09","CELRINR","10.88","5","54.4","Sell"
"9/23/2021 21:07","CELRINR","10.8984","5","54.492","Sell"
"9/3/2021 17:45","ALPHAINR","108.03","0.5","54.015","Buy"
"9/1/2021 3:54","RLCINR","343","0.16","54.88","Buy"
"8/31/2021 23:04","1INCHINR","235","0.78","183.3","Buy"
"8/31/2021 20:53","CELRINR","3.8","14","53.2","Buy"
"8/23/2021 18:33","POLYINR","26","2","52","Sell"
"8/20/2021 22:10","ICPINR","5250","0.03","157.5","Sell"
"8/18/2021 16:44","LINKINR","2000","0.05","100","Buy"
"8/18/2021 13:04","DNTINR","13.6616","6.7","91.53272","Buy"
"8/18/2021 12:58","DGBINR","4.88","20","97.6","Buy"
"8/18/2021 7:36","ZECINR","11295.22","0.005","56.4761","Buy"
"8/18/2021 7:33","LTCINR","13434","0.004","53.736","Buy"
"8/18/2021 7:31","ETHINR","239494","0.0003","71.8482","Buy"
"8/18/2021 7:29","DOCKINR","6.515","5","32.575","Buy"
"8/18/2021 7:29","DOCKINR","6.515","10","65.15","Buy"
"8/18/2021 7:23","WININR","0.0488","1127","54.9976","Buy"
"8/18/2021 7:20","1INCHINR","238.9","0.58","138.562","Buy"
"8/18/2021 7:17","LTCINR","13088.42","0.007","91.61894","Buy"
"8/18/2021 7:15","EZINR","485","0.2","97","Buy"
"8/18/2021 7:12","SXPINR","229.84","0.87","199.9608","Buy"
"8/18/2021 3:27","ZILINR","8","25","200","Buy"
"8/18/2021 1:53","BNBINR","32000","0.003","96","Buy"
"8/17/2021 15:03","ENJINR","127.99","3.5","447.965","Buy"
"8/17/2021 15:03","ENJINR","127.9","1.5","191.85","Buy"
"8/16/2021 21:01","DOCKINR","6.82","50","341","Buy"
"8/16/2021 20:57","KEEPINR","30.403","8","243.224","Buy"
"8/16/2021 20:56","KEEPINR","30.403","2","60.806","Buy"
"8/16/2021 9:52","ZILINR","8.65","23","198.95","Buy"
"8/12/2021 19:58","REEFINR","1.55","100","155","Buy"
"7/20/2021 15:27","KSMINR","11300","0.005","56.5","Buy"
"7/20/2021 15:25","VETINR","4.42","12","53.04","Buy"
"7/20/2021 15:14","ICPINR","2220","0.04","88.8","Buy"
"7/20/2021 15:11","MATICINR","50","1","50","Buy"
"7/20/2021 14:41","ONTINR","44","1.25","55","Buy"
"7/20/2021 14:22","DOTINR","830","0.07","58.1","Buy"
"7/20/2021 7:54","POLYINR","12","5","60","Buy"
"7/19/2021 8:18","ZECINR","7100","0.008","56.8","Buy"
"7/17/2021 15:47","USDTINR","77.3","29","2241.7","Sell"
"7/17/2021 15:30","MATICUSDT","0.8","2.5","2","Buy"
"7/15/2021 22:49","SXPINR","133","0.75","99.75","Buy"
"7/15/2021 8:20","BTTINR","0.1818","302","54.9036","Buy"
"7/15/2021 8:04","ICPINR","2884.3","0.03","86.529","Buy"
"7/12/2021 22:16","DOTINR","1145","0.08","91.6","Buy"
"7/8/2021 8:36","BTTINR","0.2","500","100","Buy"
"7/5/2021 22:26","MATICINR","85.062","1","85.062","Buy"
"6/1/2021 8:25","USDTINR","76.2","64.59999999","4922.52","Buy"
"5/19/2021 10:18","BTCINR","3225444","8.0E-5","258.03552","Buy"
"5/17/2021 9:53","SXPINR","287","0.97","278.39","Buy"
"5/13/2021 21:39","ADAINR","155","3.6","558","Sell"
"5/13/2021 13:43","ETCUSDT","90","0.04","3.6","Buy"
"5/13/2021 8:27","KSMUSDT","500","0.007","3.5","Sell"
"5/13/2021 7:03","1INCHINR","490","0.28","137.2","Buy"
"5/11/2021 1:31","QKCUSDT","0.02783","215","5.98345","Buy"
"5/9/2021 19:51","ZECINR","23000","0.004","92","Buy"
"5/7/2021 6:21","BTTINR","0.65","84","54.6","Sell"
"5/5/2021 21:41","WININR","0.0959","1041","99.8319","Buy"
"5/5/2021 10:29","ADAINR","103","1","103","Buy"
"5/5/2021 10:18","KSMUSDT","397.33","0.007","2.78131","Buy"
"5/5/2021 10:09","ETHINR","259900","0.0003","77.97","Buy"
"5/5/2021 10:04","USDTINR","78.51","1.27","99.7077","Buy"
"5/5/2021 10:03","DOTINR","2858","0.03","85.73999999","Buy"
"5/5/2021 9:49","USDTINR","78.61","6.36","499.9596","Buy"
"5/4/2021 17:49","EZINR","1108","0.13","144.04","Buy"
"5/4/2021 14:55","LTCINR","24357.98","0.033","803.81334","Buy"
"5/3/2021 13:28","ETCINR","3785","0.29","1097.65","Sell"
"4/30/2021 21:51","EZINR","1348","2.22","2992.56","Buy"
"4/25/2021 8:57","SXPINR","248","0.51","126.48","Buy"
"4/24/2021 14:42","BTTINR","0.59","144","84.95999999","Sell"
"4/23/2021 10:49","BTTINR","0.4","125","50","Buy"
"4/23/2021 8:43","BTTINR","0.47","137","64.39","Buy"
"4/23/2021 8:43","BTTINR","0.49","131","64.19","Buy"
"4/23/2021 8:31","WRXINR","191","1","191","Buy"
"4/23/2021 8:30","ADAINR","83.4","1.1","91.74","Buy"
"4/22/2021 17:30","EASYINR","1292.99","0.38","491.3362","Buy"
"4/22/2021 12:59","UNIINR","2958.49","0.07","207.0943","Sell"
"4/18/2021 21:32","DOCKINR","8.539","23","196.397","Buy"
"4/18/2021 15:29","ETCINR","2903","0.34","987.02","Sell"
"4/18/2021 10:38","IOSTUSDT","0.07549","16","1.20784","Buy"
"4/18/2021 10:38","IOSTUSDT","0.07549","50","3.7745","Buy"
"4/18/2021 10:33","XRPUSDT","1.2848","5","6.424","Sell"
"4/18/2021 10:01","ADAINR","106.4695","1.5","159.70425","Buy"
"4/18/2021 10:00","BTTINR","0.6798","183","124.4034","Buy"
"4/18/2021 9:59","UNIINR","2749.28","0.07","192.4496","Buy"
"4/18/2021 9:58","LTCINR","23250.44","0.01","232.5044","Buy"
"4/18/2021 9:56","DOGEINR","23.49","12","281.88","Buy"
"4/18/2021 9:55","ETCINR","3101","0.16","496.16","Buy"
"4/13/2021 12:43","BLZUSDT","0.55232","18","9.94176","Buy"
"4/13/2021 12:42","USDTINR","78.98","10","789.8","Buy"
"4/10/2021 22:56","TRXINR","10","50","500","Sell"
"4/10/2021 17:22","HNTUSDT","19.1","0.188","3.5908","Buy"
"4/10/2021 17:22","HNTUSDT","19.05","0.031","0.59055","Buy"
"4/8/2021 15:14","TRXINR","9.4673","189","1789.3197","Sell"
"4/6/2021 0:18","TRXINR","11","70","770","Sell"
"4/5/2021 22:21","WRXINR","330","14","4620","Sell"
"4/5/2021 22:11","TRXINR","10.379","70","726.53","Sell"
"4/5/2021 19:06","TRXINR","10.3","70","721","Buy"
"4/5/2021 17:09","XRPINR","53.6","10","536","Buy"
"4/5/2021 17:07","BTCINR","4395200","0.0001","439.52","Sell"
"4/5/2021 16:02","ETCINR","1053","0.47","494.91","Buy"
"4/5/2021 14:57","SCUSDT","0.04","105","4.2","Sell"
"4/5/2021 14:23","IOSTBTC","1.25E-6","10","1.25E-5","Sell"
"4/5/2021 13:59","IOSTBTC","1.25E-6","160","0.0002","Sell"
"4/5/2021 11:16","IOSTBTC","1.17E-6","167","0.00019539","Buy"
"4/5/2021 11:15","IOSTBTC","1.17E-6","3","3.51E-6","Buy"
"4/5/2021 11:04","BTCINR","4383121","0.0002","876.6242","Buy"
"4/5/2021 7:27","SXPINR","318.5","6.27","1996.995","Buy"
"4/4/2021 19:50","WRXINR","225.5","13","2931.5","Buy"
"4/4/2021 16:48","WRXINR","180","16","2880","Buy"
"4/4/2021 14:20","EASYINR","2040","2.43","4957.2","Buy"
"4/3/2021 20:42","SXPUSDT","3.839","0.88","3.37832","Buy"
"4/2/2021 18:04","SCUSDT","0.03189","105","3.34845","Buy"
"4/2/2021 18:04","USDTINR","74.48999999","6.74","502.0626","Buy"
"4/2/2021 18:03","SXPINR","272.48","1.85","504.088","Sell"
"3/27/2021 11:00","TRXINR","4.84999999","43","208.55","Buy"
"3/27/2021 10:59","TRXINR","4.84999999","15","72.75","Buy"
"3/27/2021 10:59","TRXINR","4.84999999","203","984.55","Buy"
"3/26/2021 17:37","EASYINR","1460.07","0.32","467.2224","Buy"
"3/26/2021 15:10","EASYINR","1475","0.23","339.25","Buy"
"3/26/2021 15:09","SXPINR","228","1.85","421.8","Buy"
"3/25/2021 2:02","TRXINR","4.42","565","2497.3","Buy"
"3/23/2021 13:47","TRXINR","4.55","1262","5742.1","Sell"
"3/23/2021 13:47","TRXINR","4.55","206","937.3","Sell"
"3/23/2021 13:47","TRXINR","4.55","5015","22818.25","Sell"
"3/23/2021 13:47","TRXINR","4.55","219","996.45","Sell"
"3/23/2021 13:47","TRXINR","4.5533","218","992.6194","Sell"
"3/23/2021 13:47","TRXINR","4.5533","1148","5227.1884","Sell"
"3/23/2021 13:47","TRXINR","4.5537","514","2340.6018","Sell"
"3/23/2021 13:47","TRXINR","4.5555","1343","6118.0365","Sell"
"2/13/2021 20:14","TRXINR","4.02989999","9925","39996.7575","Buy"
"3/31/2022 22:17","USDTINR","73.54","66.43","4885.2622","Buy"
"3/31/2022 22:17","USDTINR","73.54","1.26","92.6604","Buy"
"3/31/2022 22:12","EZUSDT","2.23","6.58","14.6734","Sell"
"3/31/2022 22:10","TRXUSDT","0.07335","517","37.92195","Sell"
"3/31/2022 22:09","SXPINR","117.4","42.47","4985.978","Sell"
"1/22/2022 23:31","USDTINR","81.91","49.07","4019.3237","Buy"
"1/22/2022 23:31","USDTINR","81.9","73.02","5980.338","Buy"
"1/18/2022 11:47","USDTINR","79.89","17.77","1419.6453","Buy"
"1/18/2022 11:45","STEEMUSDT","0.4073","5.81","2.366413","Buy"
"1/18/2022 11:44","STEEMUSDT","0.407","8.32","3.38624","Buy"
"1/18/2022 11:44","MATICINR","176.424","2.2","388.1328","Buy"
"1/18/2022 11:43","MANAINR","232.0944","1.2","278.51328","Buy"
"1/18/2022 11:42","OCEANUSDT","0.7983","3","2.39489999","Buy"
"1/18/2022 11:41","USDTINR","79.89","3.12","249.2568","Buy"
"1/18/2022 11:40","LINKINR","1895.23","0.15","284.2845","Buy"
"1/18/2022 11:38","DNTINR","8.50799999","23.5","199.938","Buy"
"1/18/2022 11:37","ADAINR","125","1.5","187.5","Buy"
"1/18/2022 11:34","GRTUSDT","0.55","6.8","3.74","Buy"
"1/18/2022 11:32","USDTINR","79.87","5","399.35","Buy"
"1/18/2022 11:28","DOTINR","2025.18","0.24","486.0432","Buy"
"1/18/2022 11:27","USDTINR","79.88","3.75","299.55","Buy"
"1/18/2022 11:26","ICPINR","2420","0.2","484","Buy"
"1/18/2022 11:25","ZECINR","11216.12","0.017","190.67404","Buy"
"1/18/2022 11:24","AVAUSDT","1.552","4.23","6.56496","Buy"
"1/18/2022 11:24","THETAUSDT","4.002","0.7","2.8014","Buy"
"1/18/2022 11:21","USDTINR","79.93","3.12","249.3816","Buy"
"1/18/2022 11:20","FTTINR","3489","0.143","498.927","Buy"
"1/18/2022 11:19","SOLINR","11163.08","0.044","491.17552","Buy"
"1/18/2022 11:13","USDTINR","79.95","6.25","499.6875","Buy"
"1/18/2022 11:10","SXPINR","128.54","3.88","498.7352","Buy"
"1/18/2022 2:46","ZILINR","4.91","81","397.71","Buy"
"1/17/2022 23:50","VETINR","5.922","84","497.448","Buy"
"1/5/2022 23:28","SXPUSDT","1.85","0.7","1.295","Buy"
"1/5/2022 23:26","SXPUSDT","1.85","2","3.7","Buy"
